"ISSN","Category"
"07366981","Software"
"02199874","Linguistics and Language"
"02199874","Education"
"2174548X","Tourism, Leisure and Hospitality Management"
"07557809","Demography"
"07557809","Geography, Planning and Development"
"15718174","Law"
"15718174","Political Science and International Relations"
"15718174","Sociology and Political Science"
"09289569","Law"
"09289569","Political Science and International Relations"
"09289569","Sociology and Political Science"
"21678707","Pharmacology"
"21678707","Pharmacology, Toxicology and Pharmaceutics"
"21678707","Health Policy"
"00145483","Literature and Literary Theory"
"00145483","Cultural Studies"
"10062793","Aerospace Engineering"
"10062793","Materials Science"
"1958556X","Aquatic Science"
"1958556X","Ecology"
"1958556X","Ecology, Evolution, Behavior and Systematics"
"1958556X","Water Science and Technology"
"11479213","Aquatic Science"
"11479213","Ecology"
"11479213","Ecology, Evolution, Behavior and Systematics"
"11479213","Water Science and Technology"
"23389486","Pharmaceutical Science"
"23389486","Pharmacology"
"23389486","Pharmacy"
"23389427","Pharmaceutical Science"
"23389427","Pharmacology"
"23389427","Pharmacy"
"25418610","Computer Science Applications"
"25418610","Control and Optimization"
"25418610","Control and Systems Engineering"
"25418610","Human-Computer Interaction"
"25418610","Information Systems"
"25418610","Software"
"16848853","Computer Science Applications"
"16848853","Control and Optimization"
"16848853","Control and Systems Engineering"
"16848853","Human-Computer Interaction"
"16848853","Information Systems"
"16848853","Software"
"16314670","Engineering"
"16314670","Instrumentation"
"20084889","Industrial and Manufacturing Engineering"
"20084889","Management Science and Operations Research"
"20084889","Statistics, Probability and Uncertainty"
"20084889","Strategy and Management"
"2345363X","Industrial and Manufacturing Engineering"
"2345363X","Management Science and Operations Research"
"2345363X","Statistics, Probability and Uncertainty"
"2345363X","Strategy and Management"
"20401078","Management Science and Operations Research"
"20401078","Strategy and Management"
"2040106X","Management Science and Operations Research"
"2040106X","Strategy and Management"
"17551315","Earth and Planetary Sciences"
"17551315","Environmental Science"
"17551315","Physics and Astronomy"
"17551307","Earth and Planetary Sciences"
"17551307","Environmental Science"
"17551307","Physics and Astronomy"
"22516549","Industrial and Manufacturing Engineering"
"22516549","Computational Mechanics"
"22516549","Mechanical Engineering"
"22516549","Mechanics of Materials"
"22287922","Industrial and Manufacturing Engineering"
"22287922","Computational Mechanics"
"22287922","Mechanical Engineering"
"22287922","Mechanics of Materials"
"20513437","Archeology"
"20513437","Archeology"
"20513429","Archeology"
"20513429","Archeology"
"19234163","Medicine"
"19234155","Medicine"
"22091092","Advanced and Specialized Nursing"
"22091092","Medical and Surgical Nursing"
"22091084","Advanced and Specialized Nursing"
"22091084","Medical and Surgical Nursing"
"20637330","Linguistics and Language"
"20637330","Communication"
"23391995","Agricultural and Biological Sciences"
"23391995","Biochemistry, Genetics and Molecular Biology"
"23391995","Chemistry"
"23391995","Materials Science"
"23391995","Physics and Astronomy"
"23560851","Agricultural and Biological Sciences"
"23560851","Biochemistry, Genetics and Molecular Biology"
"23560851","Chemistry"
"23560851","Materials Science"
"23560851","Physics and Astronomy"
"14159805","Health"
"14159805","Medicine"
"14159805","Sports Science"
"19806574","Health"
"19806574","Medicine"
"19806574","Sports Science"
"19891385","Arts and Humanities"
"19891385","Social Sciences"
"18994741","Biotechnology"
"18994741","Chemical Engineering"
"18994741","Chemistry"
"15098117","Biotechnology"
"15098117","Chemical Engineering"
"15098117","Chemistry"
"08721904","Electrochemistry"
"20962924","Obstetrics and Gynecology"
"20962924","Reproductive Medicine"
"25898728","Obstetrics and Gynecology"
"25898728","Reproductive Medicine"
"18799337","Economics and Econometrics"
"18799337","Finance"
"02109174","Literature and Literary Theory"
"02109174","Linguistics and Language"
"19888538","Literature and Literary Theory"
"19888538","Linguistics and Language"
"0037198X","Radiology, Nuclear Medicine and Imaging"
"15584658","Radiology, Nuclear Medicine and Imaging"
"13945130","Ecology, Evolution, Behavior and Systematics"
"13945130","Insect Science"
"10001646","Industrial and Manufacturing Engineering"
"10001646","Control and Systems Engineering"
"10001646","Electrical and Electronic Engineering"
"10001646","Mechanical Engineering"
"17351391","Medicine"
"1027202X","Radiological and Ultrasound Technology"
"1027202X","Radiology, Nuclear Medicine and Imaging"
"20786778","Radiological and Ultrasound Technology"
"20786778","Radiology, Nuclear Medicine and Imaging"
"01471724","Agronomy and Crop Science"
"01471724","Ecology"
"01471724","Insect Science"
"23330600","Orthopedics and Sports Medicine"
"08859698","Orthopedics and Sports Medicine"
"20414684","Communication"
"20414684","Sociology and Political Science"
"20414684","Marketing"
"20414692","Communication"
"20414692","Sociology and Political Science"
"20414692","Marketing"
"22242856","Artificial Intelligence"
"22242856","Control and Optimization"
"22242856","Control and Systems Engineering"
"22242856","Mathematics"
"19918763","Artificial Intelligence"
"19918763","Control and Optimization"
"19918763","Control and Systems Engineering"
"19918763","Mathematics"
"21552851","History"
"21552851","Business, Management and Accounting"
"21552851","Accounting"
"2155286X","History"
"2155286X","Business, Management and Accounting"
"2155286X","Accounting"
"18059694","Medicine"
"12114286","Medicine"
"12218421","Mathematics"
"26940604","Medicine"
"10358811","Anthropology"
"21736723","Visual Arts and Performing Arts"
"21736723","Architecture"
"21736723","Cultural Studies"
"01233068","Conservation"
"01233068","Museology"
"07292759","Maternity and Midwifery"
"07292759","Obstetrics and Gynecology"
"07292759","Medicine"
"01321447","Multidisciplinary"
"24236691","Civil and Structural Engineering"
"23222093","Civil and Structural Engineering"
"26734591","Industrial and Manufacturing Engineering"
"26734591","Biomedical Engineering"
"26734591","Electrical and Electronic Engineering"
"26734591","Mechanical Engineering"
"16043030","Arts and Humanities"
"16043030","Cultural Studies"
"16043030","Anthropology"
"04254597","Arts and Humanities"
"04254597","Cultural Studies"
"04254597","Anthropology"
"10019014","Atomic and Molecular Physics, and Optics"
"21514372","Law"
"21514372","Sociology and Political Science"
"21514364","Law"
"21514364","Sociology and Political Science"
"1302177X","Political Science and International Relations"
"1302177X","Sociology and Political Science"
"25153870","Law"
"25153889","Law"
"19478283","Computational Mathematics"
"19478283","Computational Theory and Mathematics"
"19478283","Computer Science Applications"
"19478283","Control and Optimization"
"19478283","Decision Sciences"
"19478283","Modeling and Simulation"
"19478283","Statistics and Probability"
"19478291","Computational Mathematics"
"19478291","Computational Theory and Mathematics"
"19478291","Computer Science Applications"
"19478291","Control and Optimization"
"19478291","Decision Sciences"
"19478291","Modeling and Simulation"
"19478291","Statistics and Probability"
"25384422","Pharmacology"
"25384422","Surgery"
"25384422","Cancer Research"
"25384422","Oncology"
"25384422","Radiology, Nuclear Medicine and Imaging"
"2538497X","Pharmacology"
"2538497X","Surgery"
"2538497X","Cancer Research"
"2538497X","Oncology"
"2538497X","Radiology, Nuclear Medicine and Imaging"
"17523591","Engineering"
"17523591","Control and Optimization"
"17523591","Discrete Mathematics and Combinatorics"
"17523583","Engineering"
"17523583","Control and Optimization"
"17523583","Discrete Mathematics and Combinatorics"
"2229838X","Industrial and Manufacturing Engineering"
"2229838X","Civil and Structural Engineering"
"2229838X","Electrical and Electronic Engineering"
"2229838X","Materials Science"
"2229838X","Mechanical Engineering"
"2229838X","Mechanics of Materials"
"23344539","Library and Information Sciences"
"23344539","Computer Science Applications"
"23344539","Public Administration"
"23344520","Library and Information Sciences"
"23344520","Computer Science Applications"
"23344520","Public Administration"
"21609551","Medical Laboratory Technology"
"21609551","Computer Science Applications"
"21609551","Health Informatics"
"21609551","Health Information Management"
"21609551","Leadership and Management"
"2160956X","Medical Laboratory Technology"
"2160956X","Computer Science Applications"
"2160956X","Health Informatics"
"2160956X","Health Information Management"
"2160956X","Leadership and Management"
"22519459","Health, Toxicology and Mutagenesis"
"22519459","Toxicology"
"20082967","Health, Toxicology and Mutagenesis"
"20082967","Toxicology"
"02705214","Engineering"
"02705214","Physics and Astronomy"
"00219371","History"
"00219371","Cultural Studies"
"15456986","History"
"15456986","Cultural Studies"
"10769005","Religious Studies"
"10769005","Philosophy"
"23997656","Music"
"23809418","Nursing"
"23809418","Health Policy"
"23809426","Nursing"
"23809426","Health Policy"
"10802711","Information Systems"
"10046062","Accounting"
"10046062","Business and International Management"
"10046062","Information Systems and Management"
"10046062","Management of Technology and Innovation"
"10046062","Management Science and Operations Research"
"10046062","Organizational Behavior and Human Resource Management"
"10046062","Strategy and Management"
"18800688","Industrial and Manufacturing Engineering"
"18800688","Electrical and Electronic Engineering"
"18800688","Instrumentation"
"18800688","Nanoscience and Nanotechnology"
"10021248","Agricultural and Biological Sciences"
"10021248","Library and Information Sciences"
"16459261","Geography, Planning and Development"
"16459261","Tourism, Leisure and Hospitality Management"
"21821453","Geography, Planning and Development"
"21821453","Tourism, Leisure and Hospitality Management"
"02076918","Philosophy"
"23103701","Philosophy"
"00765147","History"
"00765147","Archeology"
"00765147","Archeology"
"15802949","Metals and Alloys"
"15802949","Polymers and Plastics"
"15803414","Metals and Alloys"
"15803414","Polymers and Plastics"
"19135416","Classics"
"19135416","Archeology"
"19135416","Archeology"
"14969343","Classics"
"14969343","Archeology"
"14969343","Archeology"
"16815947","Ecology"
"16815947","Ecology, Evolution, Behavior and Systematics"
"16815947","Nature and Landscape Conservation"
"16815947","Plant Science"
"0029344X","Ecology, Evolution, Behavior and Systematics"
"09747842","Ophthalmology"
"0974620X","Ophthalmology"
"1878206X","Pediatrics, Perinatology and Child Health"
"17517222","Pediatrics, Perinatology and Child Health"
"14163837","Engineering"
"14163837","Social Sciences"
"14163837","Decision Sciences"
"14163837","Strategy and Management"
"15873803","Engineering"
"15873803","Social Sciences"
"15873803","Decision Sciences"
"15873803","Strategy and Management"
"07177518","Food Science"
"07177518","Nutrition and Dietetics"
"07161549","Food Science"
"07161549","Nutrition and Dietetics"
"00360244","Physical and Theoretical Chemistry"
"1531863X","Physical and Theoretical Chemistry"
"00380288","Sociology and Political Science"
"22201181","Anesthesiology and Pain Medicine"
"20408072","History"
"20408072","Literature and Literary Theory"
"20408072","Religious Studies"
"20408072","Visual Arts and Performing Arts"
"20408072","Cultural Studies"
"20408072","Philosophy"
"00387134","History"
"00387134","Literature and Literary Theory"
"00387134","Religious Studies"
"00387134","Visual Arts and Performing Arts"
"00387134","Cultural Studies"
"00387134","Philosophy"
"15672069","Condensed Matter Physics"
"15672069","Mechanical Engineering"
"15672069","Mechanics of Materials"
"23295244","Clinical Psychology"
"23295244","Decision Sciences"
"23295244","Developmental and Educational Psychology"
"23295244","Education"
"23295244","Psychiatry and Mental Health"
"03621537","Clinical Psychology"
"03621537","Decision Sciences"
"03621537","Developmental and Educational Psychology"
"03621537","Education"
"03621537","Psychiatry and Mental Health"
"03605949","Classics"
"03605949","Literature and Literary Theory"
"03605949","Linguistics and Language"
"15330699","Classics"
"15330699","Literature and Literary Theory"
"15330699","Linguistics and Language"
"00791636","Linguistics and Language"
"1467968X","Linguistics and Language"
"21753369","Architecture"
"21753369","Geography, Planning and Development"
"21753369","Urban Studies"
"16440692","Horticulture"
"16440692","Plant Science"
"2287528X","Aerospace Engineering"
"2287528X","Fluid Flow and Transfer Processes"
"22875271","Aerospace Engineering"
"22875271","Fluid Flow and Transfer Processes"
"14495910","Analysis"
"14495910","Applied Mathematics"
"14750279","Law"
"08407789","Electrical and Electronic Engineering"
"08407789","Hardware and Architecture"
"10009817","Health Professions"
"10009817","Health"
"10009817","Medicine"
"10009817","Public Health, Environmental and Occupational Health"
"13619462","History"
"13619462","Cultural Studies"
"13619462","Development"
"13619462","Political Science and International Relations"
"13619462","Safety Research"
"08913811","Literature and Literary Theory"
"08913811","Political Science and International Relations"
"17775574","Sociology and Political Science"
"17775574","Economics and Econometrics"
"17775574","Statistics and Probability"
"03361454","Sociology and Political Science"
"03361454","Economics and Econometrics"
"03361454","Statistics and Probability"
"2307700X","Cultural Studies"
"2307700X","Linguistics and Language"
"2307700X","Communication"
"2307700X","Applied Psychology"
"14069954","Forestry"
"17354331","Geography, Planning and Development"
"17354331","Political Science and International Relations"
"02533219","Nuclear and High Energy Physics"
"02533219","Nuclear Energy and Engineering"
"02533219","Radiation"
"1000565X","Engineering"
"00195464","Pharmacology, Toxicology and Pharmaceutics"
"23984163","Linguistics and Language"
"23984163","Education"
"23984155","Linguistics and Language"
"23984155","Education"
"17512018","Business and International Management"
"17512018","Management Information Systems"
"17512018","Strategy and Management"
"1751200X","Business and International Management"
"1751200X","Management Information Systems"
"1751200X","Strategy and Management"
"20403607","Applied Mathematics"
"20403607","Modeling and Simulation"
"20403607","Numerical Analysis"
"20403615","Applied Mathematics"
"20403615","Modeling and Simulation"
"20403615","Numerical Analysis"
"17411645","Rehabilitation"
"17411645","Physical Therapy, Sports Therapy and Rehabilitation"
"1759779X","Rehabilitation"
"1759779X","Physical Therapy, Sports Therapy and Rehabilitation"
"00212059","History"
"00212059","Archeology"
"00212059","Archeology"
"03041042","Religious Studies"
"15235475","Insect Science"
"23256206","Urban Studies"
"23256206","Accounting"
"23256206","Ecological Modeling"
"23256206","Ecology"
"23256206","Management, Monitoring, Policy and Law"
"23256206","Strategy and Management"
"23256192","Urban Studies"
"23256192","Accounting"
"23256192","Ecological Modeling"
"23256192","Ecology"
"23256192","Management, Monitoring, Policy and Law"
"23256192","Strategy and Management"
"09767428","Dentistry"
"09761799","Dentistry"
"24600245","Mathematics"
"20868952","Mathematics"
"25883526","Animal Science and Zoology"
"25883526","Ecology"
"25883526","Ecology, Evolution, Behavior and Systematics"
"25883526","Nature and Landscape Conservation"
"21958580","Materials Science"
"21958580","Nuclear and High Energy Physics"
"21958580","Nuclear Energy and Engineering"
"21958580","Radiation"
"21958580","Safety, Risk, Reliability and Quality"
"09323902","Materials Science"
"09323902","Nuclear and High Energy Physics"
"09323902","Nuclear Energy and Engineering"
"09323902","Radiation"
"09323902","Safety, Risk, Reliability and Quality"
"00259454","Social Sciences"
"1526744X","Advanced and Specialized Nursing"
"1526744X","Nephrology"
"1526744X","Medicine"
"12382086","Earth and Planetary Sciences"
"12382086","Geography, Planning and Development"
"15018415","Ecology, Evolution, Behavior and Systematics"
"15018415","Insect Science"
"19364660","Education"
"19364660","Mathematics"
"19946309","Metals and Alloys"
"19946309","Mechanical Engineering"
"19946309","Mechanics of Materials"
"2541819X","Metals and Alloys"
"2541819X","Mechanical Engineering"
"2541819X","Mechanics of Materials"
"00306428","Sociology and Political Science"
"00330205","Medicine"
"11298723","Food Science"
"11298723","Nutrition and Dietetics"
"1981982X","Geography, Planning and Development"
"1981982X","Management, Monitoring, Policy and Law"
"19409419","Communication"
"19409419","Political Science and International Relations"
"19409427","Communication"
"19409427","Political Science and International Relations"
"17409713","Statistics and Probability"
"17409705","Statistics and Probability"
"13350102","Archeology"
"13350102","Archeology"
"20546750","Radiology, Nuclear Medicine and Imaging"
"22028323","Radiology, Nuclear Medicine and Imaging"
"0973077X","Economics, Econometrics and Finance"
"13915614","Economics, Econometrics and Finance"
"01443593","Law"
"2687301X","Computers in Earth Sciences"
"2687301X","Earth-Surface Processes"
"2687301X","Geophysics"
"2687301X","Geotechnical Engineering and Engineering Geology"
"21461147","Applied Mathematics"
"21461147","Computational Mathematics"
"21461147","Control and Optimization"
"21461147","Discrete Mathematics and Combinatorics"
"21461147","Mathematical Physics"
"21461147","Numerical Analysis"
"21461147","Statistics and Probability"
"25871013","Applied Mathematics"
"25871013","Computational Mathematics"
"25871013","Control and Optimization"
"25871013","Discrete Mathematics and Combinatorics"
"25871013","Mathematical Physics"
"25871013","Numerical Analysis"
"25871013","Statistics and Probability"
"20528418","Computer Networks and Communications"
"20528418","Electrical and Electronic Engineering"
"20528418","Energy Engineering and Power Technology"
"10007571","Metals and Alloys"
"10007571","Materials Chemistry"
"00015415","Surgery"
"00015415","Medicine"
"00015415","Orthopedics and Sports Medicine"
"2452316X","Agricultural and Biological Sciences"
"24681458","Agricultural and Biological Sciences"
"15272117","Literature and Literary Theory"
"00029831","Literature and Literary Theory"
"15784487","Development"
"15784487","Political Science and International Relations"
"15784487","Economics and Econometrics"
"15784487","Finance"
"17556260","History"
"17556260","Agricultural and Biological Sciences"
"17556260","Anthropology"
"02609541","History"
"02609541","Agricultural and Biological Sciences"
"02609541","Anthropology"
"16823974","Agronomy and Crop Science"
"16823974","Plant Science"
"18125697","Agronomy and Crop Science"
"18125697","Plant Science"
"23387610","Biochemistry, Genetics and Molecular Biology"
"23387610","Education"
"2085191X","Biochemistry, Genetics and Molecular Biology"
"2085191X","Education"
"00379565","Multidisciplinary"
"17835720","Multidisciplinary"
"1005023X","Materials Science"
"10093419","Cancer Research"
"10093419","Oncology"
"10093419","Pulmonary and Respiratory Medicine"
"19996187","Cancer Research"
"19996187","Oncology"
"19996187","Pulmonary and Respiratory Medicine"
"10056661","Infectious Diseases"
"10056661","Medicine"
"10056661","Parasitology"
"07398913","Religious Studies"
"07398913","Education"
"2378525X","Religious Studies"
"2378525X","Education"
"15582310","Emergency Medicine"
"15582310","Pediatrics, Perinatology and Child Health"
"15228401","Emergency Medicine"
"15228401","Pediatrics, Perinatology and Child Health"
"2544302X","Cultural Studies"
"2544302X","Philosophy"
"2544302X","Social Sciences"
"20455275","Hematology"
"20455275","Oncology"
"20455283","Hematology"
"20455283","Oncology"
"25299824","Development"
"25299824","Economics, Econometrics and Finance"
"25299824","Sociology and Political Science"
"21593000","Medicine"
"10005773","Condensed Matter Physics"
"14730928","Animal Science and Zoology"
"14730928","Ecology, Evolution, Behavior and Systematics"
"02532468","Environmental Science"
"02532468","Environmental Chemistry"
"02532468","Environmental Engineering"
"25098004","Biomedical Engineering"
"25098004","Biotechnology"
"25098004","Mechanical Engineering"
"23672544","Biomedical Engineering"
"23672544","Biotechnology"
"23672544","Mechanical Engineering"
"20893272","Artificial Intelligence"
"20893272","Computer Networks and Communications"
"20893272","Computer Science"
"20893272","Control and Optimization"
"20893272","Control and Systems Engineering"
"20893272","Electrical and Electronic Engineering"
"20893272","Hardware and Architecture"
"20893272","Information Systems"
"01706012","Computer Science Applications"
"01706012","Information Systems"
"14606739","Business and International Management"
"14606739","Management Science and Operations Research"
"14606739","Strategy and Management"
"1741816X","Business and International Management"
"1741816X","Management Science and Operations Research"
"1741816X","Strategy and Management"
"21527865","Health Professions"
"21527865","Social Sciences"
"21527865","Urology"
"21527865","Education"
"21527865","Medicine"
"21527865","Psychology"
"21527857","Health Professions"
"21527857","Social Sciences"
"21527857","Urology"
"21527857","Education"
"21527857","Medicine"
"21527857","Psychology"
"25138510","History"
"25138510","Linguistics and Language"
"0021969X","History"
"0021969X","Religious Studies"
"0021969X","Sociology and Political Science"
"03631672","Mathematics"
"15738825","Mathematics"
"1394035X","Food Science"
"1394035X","Nutrition and Dietetics"
"20701004","Emergency Medical Services"
"20701004","Emergency Medicine"
"20701004","Health Professions"
"20701004","Public Health, Environmental and Occupational Health"
"26867966","Emergency Medical Services"
"26867966","Emergency Medicine"
"26867966","Health Professions"
"26867966","Public Health, Environmental and Occupational Health"
"13576275","Religious Studies"
"13576275","Philosophy"
"13576275","Health"
"14699885","Religious Studies"
"14699885","Philosophy"
"14699885","Health"
"22306579","Linguistics and Language"
"22306579","Communication"
"22306587","Linguistics and Language"
"22306587","Communication"
"15685268","History"
"15685268","Literature and Literary Theory"
"15685268","Arts and Humanities"
"15685268","Cultural Studies"
"15685268","Gender Studies"
"13876805","History"
"13876805","Literature and Literary Theory"
"13876805","Arts and Humanities"
"13876805","Cultural Studies"
"13876805","Gender Studies"
"15572978","Economics, Econometrics and Finance"
"15572978","Industrial Relations"
"15572978","Social Sciences"
"15572978","Urban Studies"
"10957960","Economics, Econometrics and Finance"
"10957960","Industrial Relations"
"10957960","Social Sciences"
"10957960","Urban Studies"
"10913734","Issues, Ethics and Legal Aspects"
"26733269","Atomic and Molecular Physics, and Optics"
"26733269","Electronic, Optical and Magnetic Materials"
"26733269","Physics and Astronomy"
"0972558X","Cultural Studies"
"0972558X","Anthropology"
"0972558X","Sociology and Political Science"
"09763430","Cultural Studies"
"09763430","Anthropology"
"09763430","Sociology and Political Science"
"23242035","Communication"
"10239499","Communication"
"02533200","Media Technology"
"02533200","Chemistry"
"02533200","Materials Science"
"26190788","Epidemiology"
"26190788","Health Informatics"
"26190788","Medicine"
"26190788","Public Health, Environmental and Occupational Health"
"22195238","Epidemiology"
"22195238","Health Informatics"
"22195238","Medicine"
"22195238","Public Health, Environmental and Occupational Health"
"00347701","Anthropology"
"16789857","Anthropology"
"24088900","Philosophy"
"23132302","Philosophy"
"01476882","Computer Science"
"19348118","Computer Science"
"21528586","Social Sciences"
"20721978","Social Sciences"
"20950780","Aquatic Science"
"20950780","Biotechnology"
"20950780","Ecology"
"01376624","History"
"01376624","Religious Studies"
"01376624","Philosophy"
"01376624","Law"
"01376624","Social Sciences"
"01376624","Developmental and Educational Psychology"
"01376624","Social Psychology"
"21976511","Engineering"
"21976511","Artificial Intelligence"
"21976511","Computer Science Applications"
"21976511","Control and Systems Engineering"
"21976503","Engineering"
"21976503","Artificial Intelligence"
"21976503","Computer Science Applications"
"21976503","Control and Systems Engineering"
"23526440","Critical Care and Intensive Care Medicine"
"23526440","Emergency Medicine"
"23526440","Orthopedics and Sports Medicine"
"1045991X","Philosophy"
"21549648","Philosophy"
"21928762","Water Science and Technology"
"00430978","Water Science and Technology"
"17563488","Water Science and Technology"
"02628104","Water Science and Technology"
"17270634","Sociology and Political Science"
"17270634","Public Administration"
"20084226","Analytical Chemistry"
"20084226","Electrochemistry"
"24526053","Pediatrics, Perinatology and Child Health"
"24526045","Pediatrics, Perinatology and Child Health"
"1474273X","Arts and Humanities"
"1474273X","Communication"
"1474273X","Education"
"10162372","Bioengineering"
"10162372","Biomedical Engineering"
"10162372","Biophysics"
"17937132","Bioengineering"
"17937132","Biomedical Engineering"
"17937132","Biophysics"
"19202903","Pharmacology"
"19202903","Pharmacy"
"00084123","Pharmacology"
"00084123","Pharmacy"
"03531392","Education"
"19917740","Development"
"19917740","Political Science and International Relations"
"19917740","Education"
"2516712X","Multidisciplinary"
"1867139X","Development"
"1867139X","Geography, Planning and Development"
"1867139X","Sociology and Political Science"
"1867139X","Education"
"1867139X","Health"
"18678521","Development"
"18678521","Geography, Planning and Development"
"18678521","Sociology and Political Science"
"18678521","Education"
"18678521","Health"
"19824688","Forestry"
"19824688","Ecology"
"19824688","Nature and Landscape Conservation"
"00153826","Forestry"
"00153826","Ecology"
"00153826","Nature and Landscape Conservation"
"19726481","Cardiology and Cardiovascular Medicine"
"18276806","Cardiology and Cardiovascular Medicine"
"24238961","Ecology, Evolution, Behavior and Systematics"
"24238961","Plant Science"
"21858241","Ecology, Evolution, Behavior and Systematics"
"21858241","Plant Science"
"00182311","Classics"
"00182311","History"
"00733407","Animal Science and Zoology"
"00733407","Ecology, Evolution, Behavior and Systematics"
"1670567X","Agronomy and Crop Science"
"1546993X","Complementary and Alternative Medicine"
"19457081","Complementary and Alternative Medicine"
"18236243","Cultural Studies"
"18236243","Sociology and Political Science"
"25381873","Food Science"
"25381873","Nutrition and Dietetics"
"25382829","Food Science"
"25382829","Nutrition and Dietetics"
"17533309","Energy"
"17533317","Energy"
"24236969","Computational Mathematics"
"24236969","Control and Optimization"
"24236969","Modeling and Simulation"
"24236969","Numerical Analysis"
"24236977","Computational Mathematics"
"24236977","Control and Optimization"
"24236977","Modeling and Simulation"
"24236977","Numerical Analysis"
"24217212","Gender Studies"
"26123487","Gender Studies"
"21619441","History"
"21619441","Archeology"
"21619441","Anthropology"
"21619468","History"
"21619468","Archeology"
"21619468","Anthropology"
"10022082","Atomic and Molecular Physics, and Optics"
"20508999","Religious Studies"
"0737769X","Religious Studies"
"24684376","Information Systems"
"17513480","Visual Arts and Performing Arts"
"17513480","Computer Graphics and Computer-Aided Design"
"17513480","Mathematics"
"17513472","Visual Arts and Performing Arts"
"17513472","Computer Graphics and Computer-Aided Design"
"17513472","Mathematics"
"10634304","Classics"
"10634304","Visual Arts and Performing Arts"
"10634304","Archeology"
"10634304","Archeology"
"10477594","Classics"
"10477594","Visual Arts and Performing Arts"
"10477594","Archeology"
"10477594","Archeology"
"1000369X","Agricultural and Biological Sciences"
"1000369X","Food Science"
"1000369X","Insect Science"
"1000369X","Plant Science"
"87507315","Podiatry"
"87507315","Medicine"
"87507315","Orthopedics and Sports Medicine"
"19308264","Podiatry"
"19308264","Medicine"
"19308264","Orthopedics and Sports Medicine"
"22814310","Demography"
"22814310","Geography, Planning and Development"
"22814310","Social Sciences"
"22814310","Urban Studies"
"22814310","Computers in Earth Sciences"
"22814310","Education"
"22815694","Demography"
"22815694","Geography, Planning and Development"
"22815694","Social Sciences"
"22815694","Urban Studies"
"22815694","Computers in Earth Sciences"
"22815694","Education"
"00227498","Classics"
"00227498","Archeology"
"00227498","Archeology"
"16130723","Classics"
"16130723","Archeology"
"16130723","Archeology"
"01274082","Cultural Studies"
"01274082","History"
"01274082","Sociology and Political Science"
"21804273","Cultural Studies"
"21804273","History"
"21804273","Sociology and Political Science"
"24523151","Social Sciences"
"18830498","Medicine"
"00232513","Medicine"
"0023432X","Metals and Alloys"
"0023432X","Materials Chemistry"
"0023432X","Mechanical Engineering"
"0023432X","Mechanics of Materials"
"13384252","Metals and Alloys"
"13384252","Materials Chemistry"
"13384252","Mechanical Engineering"
"13384252","Mechanics of Materials"
"02555476","Condensed Matter Physics"
"02555476","Materials Science"
"02555476","Mechanical Engineering"
"02555476","Mechanics of Materials"
"16629752","Condensed Matter Physics"
"16629752","Materials Science"
"16629752","Mechanical Engineering"
"16629752","Mechanics of Materials"
"17437881","History"
"17437881","Cultural Studies"
"17437881","Geography, Planning and Development"
"17437881","Sociology and Political Science"
"00263206","History"
"00263206","Cultural Studies"
"00263206","Geography, Planning and Development"
"00263206","Sociology and Political Science"
"25384279","Chemical Engineering"
"25384279","Condensed Matter Physics"
"25384279","Materials Chemistry"
"25384279","Materials Science"
"2423818X","Chemical Engineering"
"2423818X","Condensed Matter Physics"
"2423818X","Materials Chemistry"
"2423818X","Materials Science"
"21646821","Medical Laboratory Technology"
"21646821","Neurology"
"23758627","Medical Laboratory Technology"
"23758627","Neurology"
"15739031","Drug Discovery"
"15739031","Pharmacology"
"0091150X","Drug Discovery"
"0091150X","Pharmacology"
"20802242","Electronic, Optical and Magnetic Materials"
"09708235","Agronomy and Crop Science"
"09735909","Agronomy and Crop Science"
"10817735","Electrical and Electronic Engineering"
"17366046","Engineering"
"17367530","Engineering"
"17202396","Philosophy"
"17202396","Law"
"17202396","Sociology and Political Science"
"2014038X","Environmental Science"
"2014038X","Law"
"2014038X","Ecology"
"2014038X","Management, Monitoring, Policy and Law"
"16699637","Mathematics"
"00416932","Mathematics"
"21835705","Law"
"21835705","Political Science and International Relations"
"21835705","Sociology and Political Science"
"21835799","Law"
"21835799","Political Science and International Relations"
"21835799","Sociology and Political Science"
"24099066","Engineering"
"24099066","Law"
"24099066","Computer Science Applications"
"24099066","Information Systems and Management"
"24099066","Management of Technology and Innovation"
"24134996","Engineering"
"24134996","Law"
"24134996","Computer Science Applications"
"24134996","Information Systems and Management"
"24134996","Management of Technology and Innovation"
"11305509","Linguistics and Language"
"15450279","Media Technology"
"15450279","Electrical and Electronic Engineering"
"21602492","Media Technology"
"21602492","Electrical and Electronic Engineering"
"18655386","Social Sciences"
"18655386","Sociology and Political Science"
"0038609X","Social Sciences"
"0038609X","Sociology and Political Science"
"17460271","History"
"17460271","Physical Therapy, Sports Therapy and Rehabilitation"
"17460263","History"
"17460263","Physical Therapy, Sports Therapy and Rehabilitation"
"19350988","Materials Science"
"09670912","Materials Science"
"13279556","Literature and Literary Theory"
"13279556","Education"
"14341239","Small Animals"
"25675842","Small Animals"
"23520078","Health, Toxicology and Mutagenesis"
"23520078","Toxicology"
"1545858X","Mechanical Engineering"
"1545858X","Mechanics of Materials"
"1545858X","Surfaces and Interfaces"
"1545858X","Surfaces, Coatings and Films"
"24083801","Archeology"
"24083801","Anthropology"
